id	unitId	form	name	rank	maxLv	level	health	attack	speed	kb	atkOccu	atkFreq	dps	range	reach	sAtkReach	lAtkReach	cost	again	conAtk	firstAtk	firstOccu	secondAtk	secondOccu	thirdAtk	thirdOccu	reOnConAtkChara	wait	backSwing	waveProbability	waveLevel	miniWave	ragingWaveProbability	ragingWaveLevel	ragingWaveSReach	ragingWaveLReach	againstWhite	againstRed	againstFloat	againstBlack	againstMetal	againstAngel	againstAlien	againstZombie	againstAncient	againstDemon	veryStrong	superDamage	strongStruck	extremeDamage	superStrongStruck	blowAway	attackInvalid	stopMoving	slowDown	atkReduce	curse																																
336-3	336	3	竜宮の人魚姫ルリィ	超激レア	50+70	30	127500	76500	8	2	50	199	11533	単体	380			4260	2936	○	15300	50	15300	8	45900	12		129	51	0	0		0	0	0	0		赤							古				打たれ強い							攻撃低下(100%の確率 200F 50%に低下)								呪い無効																				遅くする耐性:70%効果時間減少					
337-1	337	1	ミイラ娘レイカ	超激レア	50+70	30	34340	29580	9	4	40	289	3071	範囲	450			4980	3736	○	14790	40	14790	30				219	51	0	0		0	0	0	0							エ	ゾ				超ダメージ																				ゾンビキラー																					
337-2	337	2	玉座のミイラ姫レイカ	超激レア	50+70	30	48960	42160	9	4	40	289	4376	範囲	450			4980	3736	○	21080	40	21080	30				219	51	0	0		0	0	0	0							エ	ゾ				超ダメージ																				ゾンビキラー																					
337-3	337	3	黄金のミイラ姫レイカ	超激レア	50+70	30	48960	42160	9	6	40	205	6170	範囲	450			4980	3736	○	21080	40	21080	30				135	51	0	0		0	0	0	0							エ	ゾ				超ダメージ																				ゾンビキラー																					
338-1	338	1	プリンセスケリ姫号	超激レア	50+70	30	20400	7735	10	3	49	154	1507	範囲	410			3150	2296									105	41	0	0		0	0	0	0																																		金×2																			
338-2	338	2	プリンセスケリ姫号CC	超激レア	50+70	30	34000	12835	10	3	49	154	2500	範囲	410			3150	2296									105	41	0	0		0	0	0	0																																		金×2																			
338-3	338	3	プレミアムケリ姫号CC	超激レア	50+70	30	47600	20485	15	3	49	154	3991	範囲	410			3150	2296									105	41	0	0		0	0	0	0																										攻撃力低下無効				波動無効				金×2		生き残る(100%)																	
339-1	339	1	今川義元	超激レア	50+70	30	29410	20570	8	3	113	282	2188	範囲	425	250	700	4440	3936									169	38	0	0		0	0	0	0				黒							めっぽう強い									攻撃低下(100%の確率 180F 50%に低下)																																	
339-2	339	2	武神・今川義元	超激レア	50+70	30	41820	29240	8	3	113	282	3111	範囲	425	250	700	4440	3936									169	38	0	0		0	0	0	0				黒							めっぽう強い									攻撃低下(100%の確率 180F 50%に低下)																																	
339-3	339	3	燐火の武神・今川義元	超激レア	50+70	30	54230	29240	8	3	113	282	3111	範囲	450	250	700	4440	3936									169	38	0	0		0	0	0	0				黒							めっぽう強い									攻撃低下(100%の確率 270F 50%に低下)																																	
341-1	341	1	赤髪のゆきにゃん	レア	50+0	30	3060	680	8	3	41	81	252	単体	340			600	226									39	40	0	0		0	0	0	0							エ											動きを止める(20% 60F)																																			
341-2	341	2	赤髪のビューティゆきにゃん	レア	50+0	30	3060	680	8	3	41	81	252	単体	340			600	226									39	40	0	0		0	0	0	0							エ											動きを止める(20% 60F)																																			
342-1	342	1	失われし世界のユキ	超激レア	50+70	30	17000	14450	10	5	43	236	1837	範囲	445			4320	3136									193	58	0	0		0	0	0	0						天	エ					超ダメージ																																									
342-2	342	2	失われし世界のユキ＆ネコ	超激レア	50+70	30	34000	28050	10	5	56	235	3581	範囲	445			4320	3136									179	56	0	0		0	0	0	0						天	エ					超ダメージ																																									
342-3	342	3	失われし世界のネコ耳ユキ	超激レア	50+70	30	42500	34000	10	5	56	235	4340	範囲	445			4320	3136									179	56	0	0		0	0	0	0						天	エ					超ダメージ											ふっとばす無効																		バリアブレイク(100%)												
343-1	343	1	ネコまねき	EX	50+0	30	7650	1682	8	3	34	103	490	単体	200			540	376									69	15	0	0		0	0	0	0																																		金×2																			
343-2	343	2	ネコまねき・寿	EX	50+0	30	7650	1682	8	3	34	103	490	単体	200			540	376									69	15	0	0		0	0	0	0																																		金×2																			
344-1	344	1	なめネコ	レア	50+0	30	10200	1020	12	2	27	186	165	範囲	210			630	696									159	11	0	0		0	0	0	0	白	赤	浮	黒	ﾒﾀﾙ	天	エ	ゾ	古	悪									遅くする(100% 30F)																																		
344-2	344	2	ネコなめ	レア	50+0	30	10200	1020	12	2	27	186	165	範囲	210			630	696									159	11	0	0		0	0	0	0	白	赤	浮	黒	ﾒﾀﾙ	天	エ	ゾ	古	悪									遅くする(100% 30F)																																		
345-1	345	1	オルトス	激レア	50+70	30	10710	4590	16	3	14	89	1547	範囲	270			1080	416									75	25	0	0		0	0	0	0			浮													ふっとばす(30%)																																					
345-2	345	2	オルトスCC	激レア	50+70	30	13260	5610	16	3	17	88	1913	範囲	270			1080	416									71	24	0	0		0	0	0	0			浮													ふっとばす(30%)																																					
345-3	345	3	彩色のオルトスCC	激レア	50+70	30	20910	6630	16	3	24	59	3371	範囲	300			1080	416									0	35	0	0		0	0	0	0			浮													ふっとばす(30%)																																					
346-1	346	1	ミシェリア	超激レア	50+70	30	38250	28050	8	4	29	244	3449	範囲	415			4500	4036									215	37	0	0		0	0	0	0			浮								めっぽう強い							動きを止める(50% 120F)																																			
346-2	346	2	ミシェリアCC	超激レア	50+70	30	51000	38250	8	4	29	244	4703	範囲	415			4500	4036									215	37	0	0		0	0	0	0			浮								めっぽう強い							動きを止める(50% 120F)																																			
346-3	346	3	午睡のミシェリアCC	超激レア	50+70	30	63750	48450	8	4	29	262	5548	範囲	415			4500	4036									233	69	0	0		0	0	0	0			浮								めっぽう強い							動きを止める(100% 120F)																																			
347-1	347	1	とどめき	超激レア	50+70	30	28900	23460	11	4	22	197	3573	範囲	440			3900	3736									175	45	0	0		0	0	0	0							エ	ゾ											遅くする(50% 120F)													ゾンビキラー																					
347-2	347	2	とどめきCC	超激レア	50+70	30	40800	33660	11	4	22	197	5126	範囲	440			3900	3736									175	45	0	0		0	0	0	0							エ	ゾ											遅くする(50% 120F)													ゾンビキラー																					
348-1	348	1	ぐでたまにゃんこ	EX	50+0	30	5100	1700	5	3	26	68	750	単体	150			375	60									0	42	0	0		0	0	0	0		赤									めっぽう強い																																										
348-2	348	2	ぐでオムにゃんこ	EX	50+0	30	5100	1700	5	3	26	68	750	単体	150			375	60									0	42	0	0		0	0	0	0		赤									めっぽう強い																																										
348-3	348	3	ぐでベネにゃんこ	EX	50+0	30	7650	1700	5	3	26	68	750	単体	150			375	60									0	42	0	0		0	0	0	0		赤									めっぽう強い																			波動無効																							
349-1	349	1	ぐでたまプレート	レア	50+80	30	10200	4080	12	1	21	118	1037	単体	150			360	116									97	38	0	0		0	0	0	0			浮										打たれ強い																																								
349-2	349	2	ぐでたまベーコンプレート	レア	50+80	30	10200	4080	12	1	21	118	1037	単体	150			360	116									97	38	0	0		0	0	0	0			浮										打たれ強い																																								
350-1	350	1	ぐでぐでプリン	激レア	50+70	30	25500	8500	6	2	10	91	2802	範囲	250			1350	736									0	81	0	0		0	0	0	0				黒								超ダメージ																																									
350-2	350	2	ぐでぐでアラモード	激レア	50+70	30	25500	8500	6	2	10	91	2802	範囲	250			1350	736									0	81	0	0		0	0	0	0				黒								超ダメージ																																									
351-1	351	1	ニセたま軍団	超激レア	50+70	30	45900	23782	24	5	58	129	5531	範囲	410			4050	3536									71	31	0	0		0	0	0	0		赤					エ									ふっとばす(40%)																																					
351-2	351	2	ネコニセたま軍団	超激レア	50+70	30	45900	23782	24	5	58	129	5531	範囲	410			4050	3536									71	26	0	0		0	0	0	0		赤					エ									ふっとばす(40%)																																					
352-1	352	1	双掌星のシシル＆コマリ	超激レア	50+70	30	18700	15810	22	4	20	121	3920	範囲	350			3900	2136	○	5270	20	5270	23	5270	39		0	39	0	0		0	0	0	0				黒			エ					超ダメージ																																									
352-2	352	2	双掌星のシシル＆コマリΦ	超激レア	50+70	30	37400	23460	22	4	20	121	5817	範囲	350			3900	2136	○	7820	20	7820	23	7820	39		0	39	0	0		0	0	0	0				黒			エ					超ダメージ																																									
352-3	352	3	双輝星のシシル＆コマリΦ	超激レア	50+70	30	37400	28560	32	4	20	121	7081	範囲	350			3900	1836	○	9520	20	9520	23	9520	39		0	39	0	0		0	0	0	0				黒			エ					超ダメージ														攻撃力低下無効																											
353-1	353	1	ネコ仙人	EX	40+0	30	30600	12240	8	3	27	127	2891	範囲	255			2400	1536	○	4080	27	4080	7	4080	18		75	27	100	3		0	0	0	0																																																					
353-2	353	2	ネコ老師	EX	40+0	30	30600	12240	8	3	27	127	2891	範囲	255			2400	1536	○	4080	27	4080	7	4080	18		75	27	100	3		0	0	0	0																																																					
354-1	354	1	チョコレート	レア	50+0	30	8500	1785	9	3	8	139	385	範囲	250			750	736									131	12	0	0		0	0	0	0				黒												ふっとばす(30%)																																					
354-2	354	2	チョコレート進化	レア	50+0	30	8500	1785	9	3	8	139	385	範囲	250			750	736									131	12	0	0		0	0	0	0				黒												ふっとばす(30%)																																					
355-1	355	1	常夏の果実カイ	超激レア	50+70	30	73100	26435	15	2	51	158	5019	範囲	175			3990	2136									107	30	0	0		0	0	0	0				黒				ゾ					打たれ強い																			ゾンビキラー																					
355-2	355	2	常夏の果実カイμ	超激レア	50+70	30	96900	42415	15	2	51	158	8053	範囲	175			3990	2136									107	30	0	0		0	0	0	0				黒				ゾ					打たれ強い																			ゾンビキラー																					
356-1	356	1	観測兵器ガリレオ	超激レア	50+70	30	40800	74800	8	8	133	214	10486	範囲	450			4500	5336									0	81	0	0		0	0	0	0		赤	浮	黒	ﾒﾀﾙ	天	エ	ゾ	古	悪												のみに攻撃										ゾンビキラー																					
356-2	356	2	時空基地アルマゲドン	超激レア	50+70	30	40800	74800	8	8	133	214	10486	範囲	450			4500	5336									0	81	0	0		0	0	0	0		赤	浮	黒	ﾒﾀﾙ	天	エ	ゾ	古	悪												のみに攻撃										ゾンビキラー																					
356-3	356	3	超時空基地アルマゲドン	超激レア	50+70	30	40800	88400	8	8	133	214	12393	範囲	470	-470	470	4500	5336									0	81	0	0		0	0	0	0		赤	浮	黒	ﾒﾀﾙ	天	エ	ゾ	古	悪												のみに攻撃										ゾンビキラー																					
357-1	357	1	ノラ	EX	50+0	30	3400	1530	18	3	23	92	499	単体	200			300	156									69	20	0	0		0	0	0	0				黒							めっぽう強い																																										
357-2	357	2	覚醒ノラ	EX	50+0	30	3400	1530	18	3	23	92	499	単体	200			300	156									69	20	0	0		0	0	0	0				黒							めっぽう強い																																										
358-1	358	1	狼娘ディル	超激レア	50+70	30	29750	20961	12	5	30	165	3811	範囲	415			4620	3536	○	6987	30	6987	30	6987	30		75	31	0	0		0	0	0	0						天	エ									ふっとばす(40%)																																					
358-2	358	2	虚飾の狼姫ディル	超激レア	50+70	30	42500	29985	12	5	30	165	5452	範囲	415			4620	3536	○	9995	30	9995	30	9995	30		75	31	0	0		0	0	0	0						天	エ									ふっとばす(40%)																																					
358-3	358	3	道化の狼姫ディル	超激レア	50+70	30	42500	29985	12	5	30	121	7434	範囲	415			4620	3536	○	9995	30	9995	30	9995	30		0	31	0	0		0	0	0	0						天	エ									ふっとばす(40%)																																					
359-1	359	1	ゾンビ娘ヴェルヴェーヌ	超激レア	50+70	30	37400	11220	10	3	40	221	1523	範囲	345			3750	2736	○	1870	40	3740	10	5610	10		161	36	0	0		0	0	0	0																																	クリティカル(15%)																				
359-2	359	2	死霊の花嫁ヴェルヴェーヌ	超激レア	50+70	30	51000	15300	10	3	40	221	2077	範囲	345			3750	2736	○	2550	40	5100	10	7650	10		161	36	0	0		0	0	0	0																																	クリティカル(15%)																				
359-3	359	3	満腹の花嫁ヴェルヴェーヌ	超激レア	50+70	30	64600	15300	10	3	40	221	2077	範囲	345			3750	2736	○	2550	40	5100	10	7650	10		161	37	0	0		0	0	0	0																																	クリティカル(25%)																				
360-1	360	1	火の精霊メララ	超激レア	50+70	30	19380	18700	10	3	88	241	2328	範囲	330			1170	496									153	33	0	0		0	0	0	0							エ					超ダメージ															ワープ無効																										
360-2	360	2	火炎の精霊メラバーン	超激レア	50+70	30	42840	33660	8	3	88	241	4190	範囲	390			3780	2436									153	33	0	0		0	0	0	0							エ					超ダメージ	打たれ強い														ワープ無効														バリアブレイク(100%)												
360-3	360	3	火炎の精霊王メラバーニング	超激レア	50+70	30	53890	42160	8	3	88	241	5248	範囲	390			3780	2436									153	33	0	0		0	0	0	0							エ					超ダメージ	打たれ強い														ワープ無効								攻撃上昇(33%以下 50%上昇)						バリアブレイク(100%)							遅くする耐性:70%効果時間減少	攻撃力低下耐性:70%効果時間減少				
361-1	361	1	水の精霊ミズリィ	超激レア	50+70	30	20060	20400	12	4	87	292	2096	範囲	325			1140	516									205	59	0	0		0	0	0	0							エ									ふっとばす(50%)			遅くする(50% 120F)								ワープ無効																										
361-2	361	2	流水の精霊ミズマリン	超激レア	50+70	30	41820	39440	10	4	87	292	4052	範囲	400			3720	2536									205	59	0	0		0	0	0	0							エ						打たれ強い			ふっとばす(100%)			遅くする(100% 120F)								ワープ無効														バリアブレイク(100%)												
361-3	361	3	流水の精霊王ミズマリリン	超激レア	50+70	30	51170	48790	10	4	87	292	5013	範囲	400			3720	2536									205	59	0	0		0	0	0	0							エ						打たれ強い			ふっとばす(100%)			遅くする(100% 150F)								ワープ無効									生き残る(100%)					バリアブレイク(100%)							遅くする耐性:70%効果時間減少					
362-1	362	1	風の精霊エアル	超激レア	50+70	30	20400	8075	16	2	50	141	1718	範囲	300	225	500	1080	536									91	31	0	0		0	0	0	0																											ワープ無効																										
362-2	362	2	嵐の精霊エアフワン	超激レア	50+70	30	45560	17425	14	2	50	141	3707	範囲	375	275	650	3930	2636									91	31	0	0		0	0	0	0							エ						打たれ強い														ワープ無効														バリアブレイク(100%)												
362-3	362	3	嵐の精霊王エアフワンテ	超激レア	50+70	30	58310	21675	14	2	50	141	4612	範囲	375	275	650	3930	2636									91	31	0	0		0	0	0	0							エ						打たれ強い				攻撃無効(30% 60F)			攻撃低下(50%の確率 120F 50%に低下)							ワープ無効														バリアブレイク(100%)									呪い耐性:70%効果時間減少			
363-1	363	1	セイバー	超激レア	50+70	30	30600	7650	36	6	15	70	3279	範囲	325	150	475	3900	2136									0	55	0	0		0	0	0	0			浮									超ダメージ																																									
363-2	363	2	セイバーCC	超激レア	50+70	30	40800	10200	36	6	15	70	4371	範囲	325	150	475	3900	2136									0	55	0	0		0	0	0	0			浮									超ダメージ																																									
363-3	363	3	セイバーオルタCC	超激レア	50+70	30	51000	12750	36	6	15	69	5543	範囲	350	150	500	3900	2136									0	54	0	0		0	0	0	0			浮									超ダメージ																																									
364-1	364	1	遠坂 凛	超激レア	50+70	30	31450	25500	11	4	88	201	3806	範囲	450			4260	3736									113	33	0	0		0	0	0	0							エ	ゾ								ふっとばす(50%)																ゾンビキラー																					
364-2	364	2	遠坂 凛CC	超激レア	50+70	30	44200	35700	11	4	88	201	5328	範囲	450			4260	3736									113	33	0	0		0	0	0	0							エ	ゾ								ふっとばす(50%)																ゾンビキラー																					
365-1	365	1	イリヤスフィール	超激レア	50+70	30	30430	31620	9	4	71	278	3412	範囲	460			4440	3636	○	15810	71	15810	18				189	29	0	0		0	0	0	0		赤			ﾒﾀﾙ														遅くする(50% 150F)																																		
365-2	365	2	イリヤスフィールCC	超激レア	50+70	30	43520	45560	9	4	71	278	4917	範囲	460			4440	3636	○	22780	71	22780	18				189	29	0	0		0	0	0	0		赤			ﾒﾀﾙ														遅くする(50% 150F)																																		
366-1	366	1	アーチャー	超激レア	50+70	30	33830	22440	15	3	65	242	2782	範囲	500	400	800	4620	4036									177	58	0	0		0	0	0	0																														波動無効																							
366-2	366	2	アーチャーCC	超激レア	50+70	30	48450	32300	15	3	65	242	4004	範囲	500	400	800	4620	4036									177	58	0	0		0	0	0	0																														波動無効																							
367-1	367	1	ランサー	超激レア	50+70	30	32300	15300	13	4	44	135	3400	範囲	480			4350	3836									91	32	0	0		0	0	0	0																																									バリアブレイク(100%)												
367-2	367	2	ランサーCC	超激レア	50+70	30	49300	22950	13	4	44	135	5100	範囲	480			4350	3836									91	32	0	0		0	0	0	0																																									バリアブレイク(100%)												
368-1	368	1	ライダー	超激レア	50+70	30	28050	17850	12	3	40	167	3207	範囲	400			3600	2136									127	49	0	0		0	0	0	0						天												動きを止める(100% 90F)																																			
368-2	368	2	ライダーCC	超激レア	50+70	30	40800	25500	12	3	40	167	4581	範囲	400			3600	2136									127	49	0	0		0	0	0	0						天												動きを止める(100% 90F)																																			
369-1	369	1	ギルガメッシュ	超激レア	50+70	30	42500	27030	10	4	64	261	3107	範囲	390	325	725	4500	3536	○	9010	64	9010	4	9010	6		187	37	0	0		0	0	0	0																																			攻撃上昇(75%以下 50%上昇)																		
369-2	369	2	ギルガメッシュCC	超激レア	50+70	30	61200	39270	10	4	64	261	4514	範囲	390	325	725	4500	3536	○	13090	64	13090	4	13090	6		187	37	0	0		0	0	0	0																																			攻撃上昇(75%以下 50%上昇)																		
370-1	370	1	ネコセイバー	EX	50+0	30	12920	1700	10	3	20	41	1244	単体	155			570	236									0	21	0	0		0	0	0	0			浮								めっぽう強い																																										
370-2	370	2	英霊ネコセイバー	EX	50+0	30	12920	1700	10	3	20	41	1244	単体	155			570	236									0	21	0	0		0	0	0	0			浮								めっぽう強い																																										
370-3	370	3	ネコセイバーオルタ	EX	50+0	30	19380	1700	10	3	20	41	1244	単体	155			570	236									0	21	0	0		0	0	0	0			浮								めっぽう強い												ふっとばす無効	止める無効	遅くする無効	攻撃力低下無効	ワープ無効	呪い無効		波動無効																							
371-1	371	1	ネコ桜	レア	50+80	30	13940	2160	10	4	22	41	1580	単体	165			540	236									0	19	0	0		0	0	0	0																																	クリティカル(5%)																				
371-2	371	2	エプロンネコ桜	レア	50+80	30	13940	2160	10	4	22	41	1580	単体	165			540	236									0	19	0	0		0	0	0	0																																	クリティカル(5%)																				
371-3	371	3	夢見るネコ桜	レア	50+80	30	17340	2160	10	4	22	41	1580	単体	165			540	236									0	19	0	0		0	0	0	0					ﾒﾀﾙ											ふっとばす(20%)																	クリティカル(5%)																				
372-1	372	1	ネコ凛	レア	50+80	30	13770	2550	10	3	12	91	841	単体	275			525	216									79	39	0	0		0	0	0	0							エ									ふっとばす(50%)																																					
372-2	372	2	魔術師ネコ凛	レア	50+80	30	13770	2550	10	3	12	91	841	単体	275			525	216									79	39	0	0		0	0	0	0							エ									ふっとばす(50%)																																					
373-1	373	1	ネコイリヤ	レア	50+80	30	9350	1682	9	3	22	85	594	単体	200			510	136									63	24	0	0		0	0	0	0		赤																	遅くする(30% 90F)																																		
373-2	373	2	雪の妖精ネコイリヤ	レア	50+80	30	9350	1682	9	3	20	85	594	単体	250			510	136									65	26	0	0		0	0	0	0		赤																	遅くする(30% 90F)																																		
374-1	374	1	ちび士郎	レア	50+0	30	12750	5100	10	3	28	138	1109	単体	275			900	736	○	2550	28	2550	5				105	26	0	0		0	0	0	0				黒									打たれ強い																																								
374-2	374	2	ちび士郎CC	レア	50+0	30	12750	5100	10	3	28	138	1109	単体	275			900	736	○	2550	28	2550	5				105	26	0	0		0	0	0	0				黒									打たれ強い																																								
375-1	375	1	ちび桜	EX	50+0	30	10200	1700	8	4	44	129	395	範囲	190			600	736									85	26	0	0		0	0	0	0																																	クリティカル(10%)																				
375-2	375	2	ちび桜CC	EX	50+0	30	10200	1700	8	4	44	129	395	範囲	190			600	736									85	26	0	0		0	0	0	0																																	クリティカル(10%)																				
376-1	376	1	記念ネコ	EX	50+0	30	1700	135	9	3	4	37	109	単体	140			75	60									33	20	0	0		0	0	0	0																																																					
376-2	376	2	記念ネコビルダー	EX	50+0	30	1700	135	9	3	4	37	109	単体	140			75	60									33	20	0	0		0	0	0	0																																																					
377-1	377	1	ネコ探査機	レア	50+80	30	10200	3400	10	1	20	91	1121	単体	120			300	116									71	12	0	0		0	0	0	0							エ				めっぽう強い																ワープ無効																										
377-2	377	2	ネコサーチMkⅡ	レア	50+80	30	13600	4250	10	1	20	91	1401	単体	120			300	116									71	11	0	0		0	0	0	0							エ				めっぽう強い																ワープ無効																										
377-3	377	3	ネコサテライト	レア	50+80	30	13600	5525	12	1	20	91	1821	単体	120			270	116									71	11	0	0		0	0	0	0							エ				めっぽう強い														遅くする無効	攻撃力低下無効	ワープ無効																										
378-1	378	1	ネコフェンシング	激レア	50+70	30	10200	10200	10	1	51	142	2155	単体	320			825	276									91	33	0	0		0	0	0	0																																									バリアブレイク(100%)												
378-2	378	2	ネコ剣道	激レア	50+70	30	15300	15300	10	1	51	142	3232	単体	320			825	276									91	33	0	0		0	0	0	0																																									バリアブレイク(100%)												
378-3	378	3	自由のネコ	激レア	50+70	30	17850	17850	10	1	21	112	4781	単体	320			825	276									91	31	0	0		0	0	0	0																対エイリアン：ふっとばす(50%)											ワープ無効														バリアブレイク(100%)									呪い耐性:70%効果時間減少			
379-1	379	1	黒無垢のミタマ	超激レア	50+70	30	29750	21250	6	15	15	151	4222	範囲	375	250	650	5250	4936									0	136	0	0		0	0	0	0	白												打たれ強い						遅くする(100% 100F)				ふっとばす無効	止める無効	遅くする無効	攻撃力低下無効				波動無効																							
379-2	379	2	黒蝶のミタマダーク	超激レア	50+70	30	44625	27200	6	15	15	151	5404	範囲	375	250	650	5250	4936									0	136	0	0		0	0	0	0	白												打たれ強い						遅くする(100% 100F)	攻撃低下(100%の確率 100F 50%に低下)			ふっとばす無効	止める無効	遅くする無効	攻撃力低下無効				波動無効																							
380-1	380	1	ネコバレー	レア	50+0	30	6120	2720	10	3	45	81	1007	単体	375	250	450	720	236									0	36	0	0		0	0	0	0																																	クリティカル(8%)																				
380-2	380	2	ネコバレエ	レア	50+0	30	7650	3400	10	3	45	81	1259	単体	375	250	450	720	236									0	36	0	0		0	0	0	0																																	クリティカル(8%)																				
380-3	380	3	ネコカレー	レア	50+0	30	9180	3400	10	3	45	81	1259	単体	375	250	450	720	236									0	36	0	0		0	0	0	0					ﾒﾀﾙ														遅くする(100% 30F)														クリティカル(8%)																				
381-1	381	1	幼傑ダルターニャ	超激レア	50+70	30	15300	6800	16	4	35	121	1686	範囲	250	140	360	810	336									0	86	0	0		0	0	0	0		赤	浮	黒	ﾒﾀﾙ	天	エ	ゾ	古	悪		超ダメージ																																									
381-2	381	2	英傑ダルターニャ	超激レア	50+70	30	45900	13600	24	6	45	121	3372	範囲	325	200	550	4350	2736									0	76	0	0		0	0	0	0		赤	浮	黒	ﾒﾀﾙ	天	エ	ゾ	古	悪		超ダメージ															ワープ無効			波動無効																							
382-1	382	1	ねこ農家	EX	50+20	30	9690	2380	8	3	30	61	1170	単体	180			540	216									0	31	0	0		0	0	0	0																																		金×2																			
382-2	382	2	ねこカブ農家	EX	50+20	30	9690	2380	8	3	30	61	1170	単体	180			540	216									0	31	0	0		0	0	0	0																																		金×2																			
383-1	383	1	ガラスネコ	レア	50+0	30	1700	1700	40	1	1	0	0	単体	140			450	736									0	30	0	0		0	0	0	0	白																		遅くする(100% 250F)				ふっとばす無効	止める無効	遅くする無効	攻撃力低下無効	ワープ無効			波動無効									メタル				1回攻撃										
383-2	383	2	ガラスネコビルダー	レア	50+0	30	1700	1700	40	1	1	0	0	単体	140			450	736									0	30	0	0		0	0	0	0	白																		遅くする(100% 250F)				ふっとばす無効	止める無効	遅くする無効	攻撃力低下無効	ワープ無効			波動無効									メタル				1回攻撃										
383-3	383	3	クリスタルネコビルダー	レア	50+0	30	1700	1700	40	1	1	0	0	単体	140			450	736									0	30	0	0		0	0	0	0	白															ふっとばす(100%)			遅くする(100% 300F)				ふっとばす無効	止める無効	遅くする無効	攻撃力低下無効	ワープ無効			波動無効									メタル				1回攻撃										
384-1	384	1	謎仮面のウララー	EX	40+0	30	34000	8500	20	2	39	61	4180	範囲	350	200	500	4200	2836									0	22	0	0		0	0	0	0																																																					
384-2	384	2	ネコ仮面のウララー	EX	40+0	30	34000	8500	20	2	39	61	4180	範囲	350	200	500	4200	2836									0	22	0	0		0	0	0	0																																																					
385-1	385	1	氷上聡里＆ネコ	EX	50+0	30	9180	1530	12	3	21	51	900	単体	160			480	396									0	30	0	0		0	0	0	0		赤														ふっとばす(30%)																																					
385-2	385	2	氷上聡里＆ネコCC	EX	50+0	30	9180	1530	12	3	21	51	900	単体	160			480	396									0	30	0	0		0	0	0	0		赤														ふっとばす(30%)																																					
386-1	386	1	矢部明雄	レア	50+0	30	11220	6120	24	3	22	81	2267	単体	180			720	536	○	2040	22	2040	18	2040	16		0	25	0	0		0	0	0	0																																																					
386-2	386	2	矢部明雄CC	レア	50+0	30	11220	6120	24	3	22	81	2267	単体	180			720	536	○	2040	22	2040	18	2040	16		0	25	0	0		0	0	0	0																																																					
386-3	386	3	矢部＆ガンダーロボCC	レア	50+0	30	16830	3060	24	3	47	81	1133	範囲	230			720	536									0	34	100	2		0	0	0	0																																																					
387-1	387	1	虹谷彩理	レア	50+0	30	7650	765	10	3	17	110	209	単体	340			525	456									93	38	0	0		0	0	0	0						天														攻撃低下(50%の確率 200F 50%に低下)																																	
387-2	387	2	虹谷彩理CC	レア	50+0	30	7650	765	10	3	17	110	209	単体	340			525	456									93	38	0	0		0	0	0	0						天														攻撃低下(50%の確率 200F 50%に低下)																																	
388-1	388	1	紺野美崎	レア	50+0	30	15300	4250	10	1	28	65	1962	単体	125			450	436									0	37	0	0		0	0	0	0							エ						打たれ強い																																								
388-2	388	2	紺野美崎CC	レア	50+0	30	15300	4250	10	1	28	65	1962	単体	125			450	436									0	37	0	0		0	0	0	0							エ						打たれ強い																																								
389-1	389	1	片桐恋	レア	50+0	30	8500	1020	8	3	17	32	956	単体	200			525	496									0	15	0	0		0	0	0	0								ゾ								ふっとばす(20%)																ゾンビキラー																					
389-2	389	2	片桐恋CC	レア	50+0	30	8500	1020	8	3	17	32	956	単体	200			525	496									0	15	0	0		0	0	0	0								ゾ								ふっとばす(20%)																ゾンビキラー																					
390-1	390	1	猫塚かりん	レア	50+0	30	6120	1105	20	3	14	81	409	単体	300			495	396									67	27	0	0		0	0	0	0			浮															動きを止める(20% 60F)																																			
390-2	390	2	猫塚かりんCC	レア	50+0	30	6120	1105	20	3	14	81	409	単体	300			495	396									67	27	0	0		0	0	0	0			浮															動きを止める(20% 60F)																																			
391-1	391	1	早川あおい	激レア	50+70	30	16320	8160	19	2	20	111	2205	範囲	200			1320	696									91	51	0	0		0	0	0	0							エ					超ダメージ																																									
391-2	391	2	早川あおいCC	激レア	50+70	30	21760	10880	19	2	20	111	2941	範囲	200			1320	696									91	51	0	0		0	0	0	0							エ					超ダメージ																																									
391-3	391	3	野球マン１号CC	激レア	50+70	30	21760	10880	19	2	28	161	2027	範囲	275	200	400	1320	696									133	34	0	0		0	0	0	0							エ					超ダメージ																																									
392-1	392	1	橘みずき	激レア	50+70	30	18700	7650	22	3	15	106	2165	範囲	200			1290	756									91	31	0	0		0	0	0	0						天						超ダメージ																																									
392-2	392	2	橘みずきCC	激レア	50+70	30	24650	10200	22	3	15	106	2887	範囲	200			1290	756									91	31	0	0		0	0	0	0						天						超ダメージ																																									
392-3	392	3	野球マン２号CC	激レア	50+70	30	24650	10200	22	3	21	98	3122	範囲	300			1290	756									77	17	0	0		0	0	0	0						天						超ダメージ																																									
393-1	393	1	六道聖	激レア	50+70	30	14960	10200	18	3	19	95	3221	単体	200			1170	576	○	5100	19	5100	17				59	20	0	0		0	0	0	0								ゾ			めっぽう強い																					ゾンビキラー																					
393-2	393	2	六道聖CC	激レア	50+70	30	17340	12240	18	3	19	95	3865	単体	200			1170	576	○	6120	19	6120	17				59	20	0	0		0	0	0	0								ゾ			めっぽう強い																					ゾンビキラー																					
